itemName,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,prvItemsViewed,prvItemsPurchased,prvItemsAddedToCart,prvItemRevenue,ProductGrowthRate,VisitsGrowthRate
Rambling Chair in Honey French Oak Wood,2,0,0,0,0,0,0,0,0.0,0.0
Rambling Chair in Natural French Oak Wood,1,0,0,0,7,0,0,0,0.0,-0.8571428571428571
Rambling Chair in African Mahogany Wood,1,0,0,0,5,0,0,0,0.0,-0.8
Vintage Mappin and Webb Cruet Set,1,0,0,0,5,0,0,0,0.0,-0.8
"Ode - Acrylic, oil pastel, charcoal on canvas",6,0,1,0,10,0,0,0,0.0,-0.4
Observation Point - Painting,18,0,0,0,2,0,0,0,0.0,8.0
Dinner - painting,7,0,0,0,8,0,0,0,0.0,-0.125
Easy Chair 01 | Dark Brown Birch,49,0,3,0,21,0,0,0,0.0,1.3333333333333333
Circa Coffee Table in Silver Travertine,38,0,0,0,21,0,1,0,0.0,0.8095238095238095
Circa Coffee Table in Walnut,69,0,0,0,57,0,0,0,0.0,0.21052631578947367
La Plume Armchair in Villa Nova Atlantis Fabric,38,0,1,0,17,0,0,0,0.0,1.2352941176470589
La Terra - Vessel 07,4,0,0,0,8,0,0,0,0.0,-0.5
Double Shape Coffee Table,64,0,1,0,118,0,12,0,0.0,-0.4576271186440678
Double Shape Coffee Table,64,0,1,0,118,0,12,0,0.0,-0.4576271186440678
Double Shape Coffee Table,64,0,1,0,118,0,12,0,0.0,-0.4576271186440678
Pair of Vintage Mappin and Webb Salts,4,0,0,0,3,0,0,0,0.0,0.3333333333333333
Vintage MCM waterlily candle holder,3,0,0,0,4,0,0,0,0.0,-0.25
"Daring - Acrylic, oil pastel, charcoal on canvas",5,0,0,0,1,0,0,0,0.0,4.0
Miniature Candlesticks,0,0,0,0,0,0,0,0,0.0,0.0
Japanese Wooden Bowl,4,0,0,0,2,0,0,0,0.0,1.0
Vondel Side Table in Rosso Levanto,30,0,0,0,24,0,0,0,0.0,0.25
Pair of Constant Nightstand in Oiled Oak,9,0,0,0,1,0,0,0,0.0,8.0
La Terra - Vessel 06,23,0,0,0,29,0,0,0,0.0,-0.20689655172413793
La Terra - Vessel 03,3,0,0,0,8,0,0,0,0.0,-0.625
"Murano Glass ""Diamant"" Amber Tray by Flavio Poli for Seguso 60's",0,0,0,0,0,0,0,0,0.0,0.0
Jade Shell Sugar Bowl,110,0,3,0,39,0,4,0,0.0,1.8205128205128205
Postmodern Wavey Chrome Table Lamp,20,0,4,0,22,0,2,0,0.0,-0.09090909090909091
Black Earthenware Vase,4,0,0,0,1,0,0,0,0.0,3.0
Pair of Mid-Century Danish Candleholders,1,0,0,0,2,0,0,0,0.0,-0.5
Vintage Vase,9,0,0,0,2,0,0,0,0.0,3.5
Onyx Bookends,7,0,0,0,5,0,0,0,0.0,0.4
Galassia Aluminium Vase by Brandani 80's,7,0,0,0,5,0,0,0,0.0,0.4
Aluminium Candleholder 80's,6,0,0,0,6,0,0,0,0.0,0.0
Pair of Candle Holders by Matthew Hilton 80's,6,0,0,0,8,0,0,0,0.0,-0.25
Brown Ceramic Vide Poche by Sicart 70's,7,0,0,0,3,0,0,0,0.0,1.3333333333333333
"Red Murano Glass ""Fleur"" Vide Poche 60's",0,0,0,0,0,0,0,0,0.0,0.0
80s Gucci Vide Poche,3,0,0,0,3,0,0,0,0.0,0.0
Arko Green Ceramic,14,0,3,0,23,0,5,0,0.0,-0.391304347826087
Arko Green Ceramic,14,0,3,0,23,0,5,0,0.0,-0.391304347826087
Arko Green Ceramic,14,0,3,0,23,0,5,0,0.0,-0.391304347826087
Memphis Murano Lamp,2,0,0,0,2,0,0,0,0.0,0.0
Abstract Limestone Sculpture,8,0,0,0,4,0,0,0,0.0,1.0
Earthenware Incense Holder,19,0,0,0,15,0,0,0,0.0,0.26666666666666666
White Earthenware Vase,5,0,0,0,11,0,0,0,0.0,-0.5454545454545454
Floor Lamp 2022,110,0,1,0,56,0,0,0,0.0,0.9642857142857143
"""Floating"" Painting, 2023",0,0,0,0,0,0,0,0,0.0,0.0
"""Spiralling"" Painting, 2024",3,0,0,0,1,0,0,0,0.0,2.0
"""Nest"" Painting, 2023",1,0,0,0,0,0,0,0,0.0,0.0
"""New Gold Dream"" Painting, 2023",0,0,0,0,0,0,0,0,0.0,0.0
Lamp Bien Faite Taupe,40,0,3,0,33,0,2,0,0.0,0.21212121212121213
Villa Carlotta - Architecture Book by Ente Villa Carlotta,0,0,0,0,0,0,0,0,0.0,0.0
Arouca Table Light,11,0,0,0,5,0,0,0,0.0,1.2
Arouca Table Light,11,0,0,0,5,0,0,0,0.0,1.2
Arouca Table Light,11,0,0,0,5,0,0,0,0.0,1.2
Elsa Söderberg Ceramic Vase 1950,16,0,2,0,8,0,0,0,0.0,1.0
Ostro Black Ceramic,22,0,2,0,15,0,0,0,0.0,0.4666666666666667
Sculpture Seashell,7,0,0,0,7,0,1,0,0.0,0.0
Jean Cocteau: Lettres à sa Mère,4,0,0,0,9,0,0,0,0.0,-0.5555555555555556
Domino Sofa,33,0,1,0,23,0,0,0,0.0,0.43478260869565216
San Romano Round Oak Sofa,52,0,4,0,31,0,1,0,0.0,0.6774193548387096
"Postmodern Chair by Carlo Bartoli for Matteo Grassi, Italy, 1980s",15,0,2,0,24,0,2,0,0.0,-0.375
Quinta Bench,4,0,0,0,7,0,0,0,0.0,-0.42857142857142855
Le Carré - Cotton Corduroy - Chalk/Espresso,0,0,0,0,0,0,0,0,0.0,0.0
2 Piece Silver Cutlery,3,0,0,0,3,0,0,0,0.0,0.0
Arko White Marble Lamp,6,0,0,0,7,0,1,0,0.0,-0.14285714285714285
Yay Dining Table,21,0,3,0,28,0,0,0,0.0,-0.25
Yay Dining Table,21,0,3,0,28,0,0,0,0.0,-0.25
Yay Dining Table,21,0,3,0,28,0,0,0,0.0,-0.25
Yay Dining Table,21,0,3,0,28,0,0,0,0.0,-0.25
Yay Dining Table,21,0,3,0,28,0,0,0,0.0,-0.25
Yay Dining Table,21,0,3,0,28,0,0,0,0.0,-0.25
Maratea Cendrier,4,0,0,0,2,0,0,0,0.0,1.0
70's Chrome Candle holder,11,0,1,0,8,0,0,0,0.0,0.375
Francois Halard: Gods First,15,0,0,0,10,0,1,0,0.0,0.5
Post Modern Oval Mirror,13,0,1,0,3,0,0,0,0.0,3.3333333333333335
E15 Candle,4,0,0,0,5,0,0,0,0.0,-0.2
W59 Candle Holder (ziggurat version),4,0,0,0,5,0,0,0,0.0,-0.2
"Ice cube lighter by Antonio Imperatore, 1970",75,0,4,0,47,0,3,0,0.0,0.5957446808510638
Maratea Vase,3,0,0,0,0,0,0,0,0.0,0.0
Maratea Miroir,2,0,0,0,0,0,0,0,0.0,0.0
Peona Tobacco Alabaster,6,0,1,0,3,0,0,0,0.0,1.0
Arko Green Marble,3,0,0,0,6,0,1,0,0.0,-0.5
Cima Pillow,3,0,0,0,2,0,0,0,0.0,0.5
Chair in Oak Finish,58,0,1,0,29,0,0,0,0.0,1.0
Esoteric Wall Lamp,215,0,3,0,109,0,1,0,0.0,0.9724770642201835
Alban Wine Glass Small - Set of Four,2,0,0,0,5,0,0,0,0.0,-0.6
Karl Bonbonnière Swirl,10,0,2,0,7,0,0,0,0.0,0.42857142857142855
Alban Champagne Glass - Set of Four,3,0,0,0,9,0,0,0,0.0,-0.6666666666666666
Mouth blown Karl Vase,18,0,1,0,5,0,0,0,0.0,2.6
Wobbly Bowl Natural,4,0,0,0,4,0,0,0,0.0,0.0
Bubble Vase,7,0,0,0,0,0,0,0,0.0,0.0
Round Spiky Vase,3,0,0,0,2,0,0,0,0.0,0.5
Scalloped Writing Desk,28,0,0,0,18,0,0,0,0.0,0.5555555555555556
Fluta Double Walnut Wood,8,0,0,0,8,0,0,0,0.0,0.0
Set of six Mouthblown Wine Glasses,16,0,0,0,24,0,3,0,0.0,-0.3333333333333333
Michele Bowl Large,1,0,0,0,2,0,0,0,0.0,-0.5
Karl Bonbonnière Dots,18,0,2,0,7,0,0,0,0.0,1.5714285714285714
Wobbly Vase Blue,7,0,0,0,3,0,0,0,0.0,1.3333333333333333
Cayuga | Jacquard throw,10,0,0,0,4,0,0,0,0.0,1.5
Figure Side Table 03,13,0,0,0,25,0,0,0,0.0,-0.48
Figure Side Table 03,13,0,0,0,25,0,0,0,0.0,-0.48
Figure Side Table 03,13,0,0,0,25,0,0,0,0.0,-0.48
Martello Dining Table,10,0,0,0,16,0,0,0,0.0,-0.375
Flutita Black Marble,3,0,0,0,1,0,0,0,0.0,2.0
Peona Black Marble,0,0,0,0,0,0,0,0,0.0,0.0
Pura Kelo Green Marble,4,0,0,0,3,0,0,0,0.0,0.3333333333333333
Pura Kelo Green Marble,4,0,0,0,3,0,0,0,0.0,0.3333333333333333
Pura Kelo Green Marble,4,0,0,0,3,0,0,0,0.0,0.3333333333333333
Black Chair 2022,34,0,2,0,15,0,2,0,0.0,1.2666666666666666
Karl Glass Large - Set of Four,3,0,1,0,5,0,0,0,0.0,-0.4
Karl Glass Small - Set of Four,1,0,1,0,4,0,0,0,0.0,-0.75
Bucatini Candle Holder (Brushed Aluminium),69,0,5,0,51,0,6,0,0.0,0.35294117647058826
Set of 6 Liquor Steel Glasses,6,0,0,0,10,0,1,0,0.0,-0.4
I Stay Out Too Late - Royal Blue,12,0,1,0,41,0,2,0,0.0,-0.7073170731707317
Nazaré Daybed L Shape,64,0,1,0,44,0,3,0,0.0,0.45454545454545453
Large Murano Ashtray,6,0,1,0,2,0,0,0,0.0,2.0
925 Silver Candle Holder Base,4,0,0,0,2,0,0,0,0.0,1.0
925 Silver Candle Holder Base,4,0,0,0,2,0,0,0,0.0,1.0
Karen Blixen Vase Small,4,0,0,0,2,0,0,0,0.0,1.0
Chagall Lithographs VI,12,0,2,0,5,0,0,0,0.0,1.4
Wall Lamp 01,38,0,2,0,38,0,6,0,0.0,0.0
White Metal Wire Chair From Erlau 1960s,20,0,1,0,13,0,2,0,0.0,0.5384615384615384
Bucatini Candle Holder (Green),11,0,1,0,12,0,1,0,0.0,-0.08333333333333333
Bucatini Candle Holder (Green),11,0,1,0,12,0,1,0,0.0,-0.08333333333333333
Empyrean,49,0,1,0,36,0,1,0,0.0,0.3611111111111111
Fun Guy Table Lamp (Amethyst Deceiver),4,0,0,0,2,0,0,0,0.0,1.0
Panal Black Pillow,5,0,0,0,2,0,0,0,0.0,1.5
Miel Ivory,4,0,0,0,3,0,0,0,0.0,0.3333333333333333
Model Sketch Albert Marquet,67,0,4,0,54,0,1,0,0.0,0.24074074074074073
Rosenborg Chandelier,10,0,1,0,8,0,0,0,0.0,0.25
Reed vessel,3,0,0,0,3,0,0,0,0.0,0.0
I Stay Out Too Late - Vintage Black,18,0,2,0,14,1,2,92,-1.0,0.2857142857142857
Diamantino Salt Cellar Green,9,0,1,0,6,0,0,0,0.0,0.5
2 Brutalist Carved Oak Dining Chairs 1970s,4,0,0,0,13,0,0,0,0.0,-0.6923076923076923
Mega Mug - Large,35,0,5,0,48,0,6,0,0.0,-0.2708333333333333
Mega Mug - Large,35,0,5,0,48,0,6,0,0.0,-0.2708333333333333
Yellow stoneware bowl,2,0,0,0,3,0,0,0,0.0,-0.3333333333333333
Set of 2 Candle Holders,2,0,0,0,2,0,0,0,0.0,0.0
Rosewood Coffee Table by Nanna Ditzel For Soren Willadsen 1950s,8,0,0,0,6,0,0,0,0.0,0.3333333333333333
Chairs by Gunilla Allard for Lammhults 1990s,4,0,1,0,13,0,1,0,0.0,-0.6923076923076923
Arko Black Ceramic,10,0,3,0,6,0,3,0,0.0,0.6666666666666666
Mid Century Murano Glass Bowl 70s,8,0,0,0,10,0,0,0,0.0,-0.2
Mid century bowl by Josef Hospodka,12,0,0,0,13,0,0,0,0.0,-0.07692307692307693
Palos Pillow,2,0,0,0,5,0,0,0,0.0,-0.6
Savia Throw,3,0,0,0,2,0,0,0,0.0,0.5
Panal Gold Pillow,4,0,0,0,5,0,0,0,0.0,-0.2
Rama Pillow,4,0,0,0,8,0,0,0,0.0,-0.5
Barbro Water Glass - Set of four,4,0,0,0,5,0,0,0,0.0,-0.2
Three Piece Silver and Gold Candleholder,0,0,0,0,0,0,0,0,0.0,0.0
Bucatini Candle Holder (Beige),2,0,2,0,11,0,0,0,0.0,-0.8181818181818182
Bucatini Candle Holder (Beige),2,0,2,0,11,0,0,0,0.0,-0.8181818181818182
Peona Kelo Tobacco Alabaster,8,0,0,0,6,0,0,0,0.0,0.3333333333333333
Lemon and Pearls,11,0,1,0,14,0,1,0,0.0,-0.21428571428571427
Lemon and Pearls,11,0,1,0,14,0,1,0,0.0,-0.21428571428571427
Modulor Vessel / Hydrangea (Hydrangea spp.),1,0,0,0,1,0,0,0,0.0,0.0
Chair 01 - Dark Birch,30,0,0,0,28,0,5,0,0.0,0.07142857142857142
Mediterranean Pine and Methacrylate Sconce 1980's,6,0,2,0,6,0,0,0,0.0,0.0
White Boucle Black Metal Chairs 1960s,4,0,1,0,8,0,0,0,0.0,-0.5
Red Murano Vide-poches by Flavio Poli for Seguso,3,0,0,0,2,0,0,0,0.0,0.5
Red Murano Vide-poches by Flavio Poli for Seguso,3,0,0,0,2,0,0,0,0.0,0.5
Unique Candleholder,6,0,0,0,11,0,0,0,0.0,-0.45454545454545453
Pair of Large Candleholders in 80's,1,0,0,0,1,0,0,0,0.0,0.0
"Black ""Diamant"" Vide Poche by Flavio Poli for Seguso 60's",0,0,0,0,0,0,0,0,0.0,0.0
Set of 3 Italian Candleholders,2,0,0,0,7,0,0,0,0.0,-0.7142857142857143
Italian Silver Plated Scallop Tray 80's,6,0,0,0,6,0,0,0,0.0,0.0
Brown Ceramic Large Lamp,50,0,1,0,22,0,0,0,0.0,1.2727272727272727
Alfonso Vase in Shiny White,50,0,0,0,52,0,3,0,0.0,-0.038461538461538464
Atlas Oak Wood,10,0,1,0,3,0,0,0,0.0,2.3333333333333335
Atlas Oak Wood,10,0,1,0,3,0,0,0,0.0,2.3333333333333335
Atlas Oak Wood,10,0,1,0,3,0,0,0,0.0,2.3333333333333335
Bucati Candle Holder (Green),59,0,2,0,21,0,3,0,0.0,1.8095238095238095
Bucati Candle Holder (Green),59,0,2,0,21,0,3,0,0.0,1.8095238095238095
Carey Fig nº1 Plate,2,0,0,0,5,0,0,0,0.0,-0.6
Triangolo Chair | Stainless Steel,34,0,0,0,21,0,2,0,0.0,0.6190476190476191
Nabi Candle Holder - Large,19,0,0,0,19,0,0,0,0.0,0.0
Spiky Candle Holder White,8,0,3,0,9,0,5,0,0.0,-0.1111111111111111
Spiky Candle Holder White,8,0,3,0,9,0,5,0,0.0,-0.1111111111111111
"Pair of ""ears of corn"" Sconces by Idearte 1980",2,0,0,0,2,0,1,0,0.0,0.0
Dorothy Thorpe Pretzel Methacrylate Candle Holder 1970,11,0,2,0,5,0,0,0,0.0,1.2
Dorothy Thorpe Pretzel Methacrylate Candle Holder 1970,11,0,2,0,5,0,0,0,0.0,1.2
"La Cupola, watercolour on paper 300g/m2",5,0,0,0,2,0,0,0,0.0,1.5
Ostro Ecru Ceramic,33,0,3,0,37,0,0,0,0.0,-0.10810810810810811
Aluminium Egg Holder,63,0,0,0,7,0,12,0,0.0,8.0
Pipito Okla Brown Marble,10,0,0,0,13,0,0,0,0.0,-0.23076923076923078
Pipito Okla Brown Marble,10,0,0,0,13,0,0,0,0.0,-0.23076923076923078
Pipito Okla Brown Marble,10,0,0,0,13,0,0,0,0.0,-0.23076923076923078
Pipo Duoble Brown Marble,4,0,0,0,4,0,0,0,0.0,0.0
Pipo Duoble Brown Marble,4,0,0,0,4,0,0,0,0.0,0.0
Pipo Duoble Brown Marble,4,0,0,0,4,0,0,0,0.0,0.0
Oyster Shell Platter,12,0,0,0,13,0,0,0,0.0,-0.07692307692307693
Bone Ceramic Large Lamp,12,0,0,0,9,0,0,0,0.0,0.3333333333333333
Black Beige Wall Lamp,12,0,0,0,12,0,0,0,0.0,0.0
Narcissus Catchall,26,0,2,0,9,0,0,0,0.0,1.8888888888888888
Narcissus Catchall,26,0,2,0,9,0,0,0,0.0,1.8888888888888888
Candleholder in sandstone and bronze enamel,9,0,2,0,4,0,0,0,0.0,1.25
Calici Milanesi - Coupe Glass,10,0,0,0,8,0,0,0,0.0,0.25
Dorothy Thorpe Lucite Candlesticks 1970,9,0,0,0,7,0,0,0,0.0,0.2857142857142857
Brutalist Coffee Table 1970s,3,0,0,0,3,0,0,0,0.0,0.0
Table Lamp by Lars-Goran Nilsson,8,0,0,0,7,0,0,0,0.0,0.14285714285714285
"Fluta Duoble White Marble - EU (type C plug, 220-240V, 50-60Hz)",1,0,0,0,0,0,0,0,0.0,0.0
"Fluta Duoble White Marble - EU (type C plug, 220-240V, 50-60Hz)",1,0,0,0,0,0,0,0,0.0,0.0
"Fluta Duoble White Marble - EU (type C plug, 220-240V, 50-60Hz)",1,0,0,0,0,0,0,0,0.0,0.0
Mirror 11H20,15,0,0,0,15,0,3,0,0.0,0.0
Fortress Stool,6,0,0,0,22,0,0,0,0.0,-0.7272727272727273
Triangolo Chair | Black,16,0,1,0,13,0,0,0,0.0,0.23076923076923078
Oyster Cocktail Picks,8,0,0,0,7,0,0,0,0.0,0.14285714285714285
Peill & Putzler Candle Holders 1970,3,0,0,0,0,0,0,0,0.0,0.0
"Peill & Putzler candleholders, 1970",2,0,0,0,1,0,0,0,0.0,1.0
"Pair of Candleholders by Matthew Hilton, 1980",5,0,0,0,7,0,0,0,0.0,-0.2857142857142857
"Dorothy Thorpe Pretzel Candle Holder, 1980",3,0,0,0,1,0,0,0,0.0,2.0
Pipito Green Marble,4,0,0,0,6,0,0,0,0.0,-0.3333333333333333
Okla Ecru Cotton,33,0,0,0,18,0,0,0,0.0,0.8333333333333334
Pair Of Mouth Blown Goblets - Claws,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Pair Of Mouth Blown Goblets - Claws,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Orange and Pearls,8,0,0,0,4,0,1,0,0.0,1.0
Orange and Pearls,8,0,0,0,4,0,1,0,0.0,1.0
Apple and Pearls,3,0,0,0,2,0,1,0,0.0,0.5
Apple and Pearls,3,0,0,0,2,0,1,0,0.0,0.5
Théière et Tasse Sur Table - Painting,5,0,0,0,2,0,0,0,0.0,1.5
Set of 4 napkin rings,8,0,1,0,8,0,1,0,0.0,0.0
Arko Sea Ceramic Lamp,9,0,0,0,6,0,0,0,0.0,0.5
Brushed Steel | Egg Sculpture,115,0,3,0,27,0,0,0,0.0,3.259259259259259
Mirror Ombrée Clair,24,0,2,0,26,0,2,0,0.0,-0.07692307692307693
Cherry and Pearls,5,0,1,0,2,0,0,0,0.0,1.5
Farmhouse Coffee Table | Dark Oak | Rectangle,8,0,0,0,1,0,0,0,0.0,7.0
The Lamp Bien Faite Anthracite,41,0,2,0,49,0,2,0,0.0,-0.16326530612244897
Maria Vessel - Oat,12,0,0,0,13,0,2,0,0.0,-0.07692307692307693
Brass | Egg Paperweight,9,0,2,0,8,0,0,0,0.0,0.125
YEREK Wall Light,152,0,4,0,71,0,0,0,0.0,1.1408450704225352
Wall Light Frame Miroir S,16,0,0,0,12,0,0,0,0.0,0.3333333333333333
Chanterelle Candle Holder,5,0,0,0,8,0,0,0,0.0,-0.375
Chanterelle Candle Holder,5,0,0,0,8,0,0,0,0.0,-0.375
Lamp Bien Faite Naturel White,25,0,1,0,21,0,1,0,0.0,0.19047619047619047
Le Paquet de Cigarettes - Acrylic on canvas,8,0,0,0,5,0,0,0,0.0,0.6
Catarina Mirror,26,0,1,0,25,0,1,0,0.0,0.04
Silver Melted Candelabros,7,0,1,0,4,0,0,0,0.0,0.75
Calici Milanesi Cocktail Glass,26,0,0,0,61,0,3,0,0.0,-0.5737704918032787
Miter Box,2,0,0,0,5,0,0,0,0.0,-0.6
Miter Box,2,0,0,0,5,0,0,0,0.0,-0.6
Natural Oak | Egg Sculpture,6,0,0,0,9,0,0,0,0.0,-0.3333333333333333
Artefacto Cutlery,12,0,0,0,16,0,0,0,0.0,-0.25
Silver Pétreo Candelabro N2,14,0,0,0,7,0,0,0,0.0,1.0
Silver Petreo Candelabro,8,0,0,0,12,0,0,0,0.0,-0.3333333333333333
Vasi Vase (Caramel),0,0,0,0,0,0,0,0,0.0,0.0
Silver | Egg Paperweight,4,0,0,0,3,0,0,0,0.0,0.3333333333333333
Brass | Candleholder Set,2,0,0,0,1,0,0,0,0.0,1.0
Limestone | Egg Sculpture,3,0,0,0,1,0,0,0,0.0,2.0
Brass | Dancing Duo,0,0,0,0,0,0,0,0,0.0,0.0
Smoked Oak | Egg Sculpture,3,0,0,0,3,0,0,0,0.0,0.0
Brass | Egg Sculpture,17,0,0,0,24,0,0,0,0.0,-0.2916666666666667
Silver | Candlestick Set,1,0,0,0,4,0,0,0,0.0,-0.75
Iron | Dancing Duo,2,0,0,0,0,0,0,0,0.0,0.0
Alpine Floor Lamp,11,0,0,0,10,0,0,0,0.0,0.1
Alpine Floor Lamp,11,0,0,0,10,0,0,0,0.0,0.1
Spiky Candle Holder Dark Brown,7,0,0,0,7,0,2,0,0.0,0.0
Spiky Candle Holder Dark Brown,7,0,0,0,7,0,2,0,0.0,0.0
Mirror Ombrée Gold,12,0,0,0,3,0,0,0,0.0,3.0
Wall Light Frame OW S,13,0,0,0,15,0,0,0,0.0,-0.13333333333333333
Wall Light Frame OW M,3,0,0,0,8,0,0,0,0.0,-0.625
Spaghettoni (8-Armed Candelabra),25,0,2,0,63,0,1,0,0.0,-0.6031746031746031
Verve: The Ultimate Review of Art and Literature (1937-1960),12,0,0,0,8,0,0,0,0.0,0.5
Bucati Candle Holder (Red),6,0,0,0,4,0,0,0,0.0,0.5
Bucati Candle Holder (Red),6,0,0,0,4,0,0,0,0.0,0.5
Bien Wall Light Anthracite,13,0,0,0,9,0,0,0,0.0,0.4444444444444444
Bien Wall Light Anthracite,13,0,0,0,9,0,0,0,0.0,0.4444444444444444
Aluminum Feet Sculpture,11,0,0,0,10,0,1,0,0.0,0.1
'Z' Chair by Erik Magnusson for Torben Ørskov 60's,24,0,2,0,27,0,4,0,0.0,-0.1111111111111111
Set of Four Mouthblown Water Glass,13,0,0,0,17,0,1,0,0.0,-0.23529411764705882
ICE COOLER,27,0,5,0,39,0,3,0,0.0,-0.3076923076923077
Wall Light Bien Natural White,48,0,0,0,32,0,0,0,0.0,0.5
Wall Light Bien Natural White,48,0,0,0,32,0,0,0,0.0,0.5
Italian 60's Leather and Metal Bottle Opener,22,0,1,0,39,0,0,0,0.0,-0.4358974358974359
Dracula Wall Scone Aluminium,19,0,1,0,8,0,0,0,0.0,1.375
"Transparent ""Diamant"" Storage Tray by Flavio Poli 60's",0,0,0,0,0,0,0,0,0.0,0.0
Ashtray in Crystal and Brown Italian Crocodile Leather 80's,1,0,0,0,5,0,0,0,0.0,-0.8
Rose Chikanka,6,0,0,0,8,0,0,0,0.0,-0.25
Woman with Laurel leaves  Chikanka,2,0,0,0,2,0,0,0,0.0,0.0
Dowry Blanket I,21,0,0,0,7,0,0,0,0.0,2.0
Mercury Plate,13,0,0,0,33,0,1,0,0.0,-0.6060606060606061
Crystal Sugar Bowl,15,0,1,0,15,0,1,0,0.0,0.0
Italian Ashtray in Brown Leather and 60's Crystal,10,0,3,0,9,0,1,0,0.0,0.1111111111111111
Eclipse Mirror,35,0,0,0,11,0,0,0,0.0,2.1818181818181817
Mouthblown wine goblets - large ribbed,0,0,0,0,0,0,0,0,0.0,0.0
Mouthblown wine goblets - large ribbed,0,0,0,0,0,0,0,0,0.0,0.0
Paul Klee Masterpieces of the Djerassi Collection,9,0,1,0,10,0,0,0,0.0,-0.1
MEMORY SERIES #07,15,0,1,0,21,0,1,0,0.0,-0.2857142857142857
"70's Metal ""Tripod"" Candleholder",1,0,0,0,0,0,2,0,0.0,0.0
Simple Coffee White,14,0,1,0,9,0,0,0,0.0,0.5555555555555556
Amygdala Cutlery Set,11,0,1,0,16,0,0,0,0.0,-0.3125
Amygdala Cutlery Set,11,0,1,0,16,0,0,0,0.0,-0.3125
Amygdala Fork Spoon,4,0,1,0,2,0,0,0,0.0,1.0
Amygdala Fork Spoon,4,0,1,0,2,0,0,0,0.0,1.0
Antique Gilded Mirror,12,0,0,0,20,0,0,0,0.0,-0.4
Classic Cup,14,0,1,0,16,0,1,0,0.0,-0.125
Portugal Chair No 5,5,0,0,0,1,0,0,0,0.0,4.0
Portugal Chair No 2,0,0,0,0,0,0,0,0,0.0,0.0
"Black ""Diamant"" Ashtray in Murano Glass by Flavio Poli for Seguso 60's",0,0,1,0,0,0,1,0,0.0,0.0
Amygdala Cutlery Carving Fork,2,0,0,0,0,0,0,0,0.0,0.0
Amygdala Cutlery Carving Fork,2,0,0,0,0,0,0,0,0.0,0.0
Amygdala Knife,0,0,0,0,0,0,0,0,0.0,0.0
Amygdala Knife,0,0,0,0,0,0,0,0,0.0,0.0
Dot Point Lamp,36,0,0,0,21,0,4,0,0.0,0.7142857142857143
Portugal Chair No 8,9,0,0,0,6,0,1,0,0.0,0.5
Porto Sofa Element Ottoman Large,67,0,1,0,39,0,1,0,0.0,0.717948717948718
Square Glass Ashtray by Fontana Arte 60's,1,0,0,0,3,0,1,0,0.0,-0.6666666666666666
Melides Chair,25,0,0,0,7,0,0,0,0.0,2.5714285714285716
Portugal Chair No 7,14,0,0,0,9,0,0,0,0.0,0.5555555555555556
Portugal Chair No 6,2,0,0,0,3,0,0,0,0.0,-0.3333333333333333
Portugal Chair No 4,2,0,0,0,5,0,0,0,0.0,-0.6
Portugal Chair No 3,2,0,0,0,0,0,0,0,0.0,0.0
Portugal Chair No 1,0,0,0,0,0,0,0,0,0.0,0.0
"Murano lass ""Tutti Frutti"" by Dino Martens for Aureliano Toso",0,0,0,0,0,0,0,0,0.0,0.0
"Italian ""Diamant"" Ashtray in 60's Crystal",0,0,0,0,0,0,0,0,0.0,0.0
60's Silver and Gold-Plated Metal Square Tray,1,0,0,0,1,0,0,0,0.0,0.0
"Pair of Italian Silver-Plated ""3 heads"" Candlesticks 60's",0,0,0,0,0,0,0,0,0.0,0.0
Travertine Ashtray by Cerri Nestore 70's,3,0,0,0,2,0,0,0,0.0,0.5
Italian Black Marble Ashtray,0,0,0,0,0,0,0,0,0.0,0.0
Triptych of 80's Italian Vases,4,0,0,0,8,0,0,0,0.0,-0.5
Falcon Floor Lamp,12,0,0,0,8,0,1,0,0.0,0.5
Gooseneck Lamp,25,0,2,0,23,0,0,0,0.0,0.08695652173913043
Gooseneck Lamp,25,0,2,0,23,0,0,0,0.0,0.08695652173913043
Gooseneck Lamp,25,0,2,0,23,0,0,0,0.0,0.08695652173913043
Murano Glass Ashtray in Kobalt Blue,7,0,1,0,28,0,1,0,0.0,-0.75
Marcel Accent Chair,4,0,0,0,4,0,0,0,0.0,0.0
Falcon Table Lamp,1,0,0,0,4,0,0,0,0.0,-0.75
Willow Bench by Charles Rennie Mackintosh,10,0,0,0,4,0,0,0,0.0,1.5
Homage to Picasso on his 70th Birthday: Drawings and Watercolors Since 1893,6,0,0,0,15,0,1,0,0.0,-0.6
Arc Bench,37,0,0,0,49,0,2,0,0.0,-0.24489795918367346
Arc Bench,37,0,0,0,49,0,2,0,0.0,-0.24489795918367346
Arc Bench,37,0,0,0,49,0,2,0,0.0,-0.24489795918367346
Raja Chair,56,0,0,0,26,0,0,0,0.0,1.1538461538461537
Raja Chair,56,0,0,0,26,0,0,0,0.0,1.1538461538461537
Raja Chair,56,0,0,0,26,0,0,0,0.0,1.1538461538461537
Flat Vase White,5,0,0,0,5,0,0,0,0.0,0.0
Casa Wall Light No3,31,0,1,0,39,0,5,0,0.0,-0.20512820512820512
